home_team,away_team,moneyline_home,moneyline_away,spread,implied_prob_home,implied_prob_away,source,date
duke,syracuse,-1100.0,700.0,13.5,0.88,0.12,sbro,2019-03-14
louisiana_state,florida,-190.0,160.0,4.0,0.6301,0.3699,sbro,2019-03-15
michigan,iowa,-400.0,300.0,8.0,0.7619,0.2381,sbro,2019-03-15
auburn,florida,-170.0,145.0,3.5,0.6067,0.3933,sbro,2019-03-16
kentucky,tennessee,-135.0,115.0,2.0,0.5526,0.4474,sbro,2019-03-16
tennessee,auburn,-260.0,210.0,5.0,0.6913,0.3087,sbro,2019-03-17
temple,belmont,135.0,-155.0,154.5,0.4118,0.5882,sbro,2019-03-19
kansas,northeastern,-300.0,240.0,6.5,0.7183,0.2817,sbro,2019-03-21
louisiana_state,yale,-300.0,240.0,7.0,0.7183,0.2817,sbro,2019-03-21
maryland,belmont,-170.0,145.0,3.5,0.6067,0.3933,sbro,2019-03-21
michigan,montana,-2000.0,1000.0,15.5,0.9129,0.0871,sbro,2019-03-21
nevada,florida,-160.0,140.0,3.0,0.5963,0.4037,sbro,2019-03-21
syracuse,baylor,-145.0,125.0,2.5,0.5711,0.4289,sbro,2019-03-21
cincinnati,iowa,-220.0,180.0,4.5,0.6581,0.3419,sbro,2019-03-22
mississippi,oklahoma,-120.0,100.0,1.0,0.5217,0.4783,sbro,2019-03-22
tennessee,colgate,-4000.0,1400.0,17.5,0.936,0.064,sbro,2019-03-22
wisconsin,oregon,-130.0,110.0,1.5,0.5427,0.4573,sbro,2019-03-22
gonzaga,baylor,-1500.0,850.0,14.0,0.8991,0.1009,sbro,2019-03-23
kansas,auburn,120.0,-140.0,147.5,0.438,0.562,sbro,2019-03-23
kentucky,wofford,-265.0,215.0,5.5,0.6958,0.3042,sbro,2019-03-23
louisiana_state,maryland,-180.0,150.0,3.0,0.6164,0.3836,sbro,2019-03-23
michigan,florida,-280.0,230.0,6.0,0.7086,0.2914,sbro,2019-03-23
purdue,villanova,-155.0,135.0,3.0,0.5882,0.4118,sbro,2019-03-23
tennessee,iowa,-500.0,375.0,8.0,0.7983,0.2017,sbro,2019-03-24
virginia,oklahoma,-650.0,450.0,10.5,0.8266,0.1734,sbro,2019-03-24
