home_team,away_team,moneyline_home,moneyline_away,spread,implied_prob_home,implied_prob_away,source,date
alabamaa_m,prairieviewa_m,-180.0,155.0,4.0,0.6211,0.3789,sbro,2014-03-14
arizona,colorado,-890.0,590.0,11.5,0.8612,0.1388,sbro,2014-03-14
arkansasstate,arkansaslr,-240.0,200.0,5.5,0.6792,0.3208,sbro,2014-03-14
calirvine,calpolyslo,-330.0,270.0,7.0,0.7396,0.2604,sbro,2014-03-14
cincinnati,connecticut,100.0,-120.0,0.0,0.4783,0.5217,sbro,2014-03-14
creighton,xavier,-280.0,230.0,6.5,0.7086,0.2914,sbro,2014-03-14
duke,clemson,-530.0,405.0,9.5,0.8095,0.1905,sbro,2014-03-14
florida,missouri,-820.0,520.0,11.5,0.8468,0.1532,sbro,2014-03-14
georgia,mississippi,-117.0,103.0,1.0,0.5226,0.4774,sbro,2014-03-14
geowashington,massachusetts,100.0,-120.0,144.5,0.4783,0.5217,sbro,2014-03-14
kansas,iowastate,-210.0,180.0,5.0,0.6548,0.3452,sbro,2014-03-14
kentucky,louisiana_state,-215.0,185.0,4.5,0.6605,0.3395,sbro,2014-03-14
longbeachstate,csnorthridge,-305.0,245.0,6.5,0.7221,0.2779,sbro,2014-03-14
louisianatech,southernmiss,-150.0,130.0,2.5,0.5798,0.4202,sbro,2014-03-14
louisville,houstonu,-3700.0,2300.0,19.5,0.959,0.041,sbro,2014-03-14
michigan,illinois,-385.0,305.0,8.0,0.7627,0.2373,sbro,2014-03-14
michiganstate,northwestern,-1415.0,915.0,14.5,0.9046,0.0954,sbro,2014-03-14
morganstate,coppinstate,-185.0,160.0,4.5,0.6279,0.3721,sbro,2014-03-14
nccentral,norfolkst,-510.0,385.0,9.5,0.8022,0.1978,sbro,2014-03-14
nebraska,ohiostate,210.0,-250.0,124.0,0.3111,0.6889,sbro,2014-03-14
nevada_las_vegas,sandiegostate,180.0,-215.0,128.0,0.3435,0.6565,sbro,2014-03-14
newmexico,boisestate,-245.0,205.0,6.0,0.6841,0.3159,sbro,2014-03-14
newmexicostate,csbakersfield,-670.0,520.0,11.0,0.8436,0.1564,sbro,2014-03-14
northcarolina,pittsburgh,100.0,-120.0,0.0,0.4783,0.5217,sbro,2014-03-14
northdakota,portlandstate,-180.0,-180.0,4.0,0.5,0.5,sbro,2014-03-14
providence,setonhall,-155.0,135.0,3.5,0.5882,0.4118,sbro,2014-03-14
saintlouis,st_bonaventure,-275.0,225.0,6.0,0.7044,0.2956,sbro,2014-03-14
st_josephs,dayton,-110.0,-110.0,0.0,0.5,0.5,sbro,2014-03-14
stephenf_austin,northwesternst,-385.0,305.0,8.0,0.7627,0.2373,sbro,2014-03-14
syracuse,ncstate,-525.0,400.0,9.0,0.8077,0.1923,sbro,2014-03-14
tennessee,southcarolina,-1135.0,735.0,12.0,0.8847,0.1153,sbro,2014-03-14
texas,baylor,105.0,-125.0,138.5,0.4675,0.5325,sbro,2014-03-14
texasa_mcorpus,samhoustonst,125.0,-145.0,134.0,0.4289,0.5711,sbro,2014-03-14
texassouthern,alabamastate,-435.0,335.0,8.5,0.7796,0.2204,sbro,2014-03-14
toledo,easternmichigan,-165.0,145.0,3.5,0.604,0.396,sbro,2014-03-14
tulsa,middletennst,-125.0,105.0,1.5,0.5325,0.4675,sbro,2014-03-14
ucla,stanford,-180.0,155.0,4.0,0.6211,0.3789,sbro,2014-03-14
ullafayette,utarlington,-340.0,270.0,7.5,0.7409,0.2591,sbro,2014-03-14
utahvalley,idahou,-145.0,125.0,3.0,0.5711,0.4289,sbro,2014-03-14
vacommonwealth,richmond,-440.0,350.0,8.5,0.7857,0.2143,sbro,2014-03-14
virginia,floridastate,-410.0,320.0,8.5,0.7715,0.2285,sbro,2014-03-14
weberstate,no_colorado,-255.0,215.0,6.0,0.6935,0.3065,sbro,2014-03-14
westernmichigan,akron,120.0,-140.0,134.5,0.438,0.562,sbro,2014-03-14
wisconsin,minnesotau,-250.0,210.0,5.5,0.6889,0.3111,sbro,2014-03-14
arizona,ucla,-220.0,185.0,5.0,0.6621,0.3379,sbro,2014-03-15
creighton,providence,-370.0,300.0,8.0,0.759,0.241,sbro,2014-03-15
csnorthridge,calpolyslo,150.0,-170.0,133.5,0.3885,0.6115,sbro,2014-03-15
duke,ncstate,-570.0,445.0,9.5,0.8226,0.1774,sbro,2014-03-15
florida,tennessee,-280.0,230.0,6.0,0.7086,0.2914,sbro,2014-03-15
georgiastate,arkansasstate,-410.0,330.0,8.5,0.7756,0.2244,sbro,2014-03-15
iowastate,baylor,-170.0,150.0,3.0,0.6115,0.3885,sbro,2014-03-15
kentucky,georgia,-385.0,305.0,8.0,0.7627,0.2373,sbro,2014-03-15
louisianatech,tulsa,-190.0,165.0,4.0,0.6345,0.3655,sbro,2014-03-15
louisville,connecticut,-395.0,315.0,8.0,0.7681,0.2319,sbro,2014-03-15
michigan,ohiostate,-130.0,110.0,2.0,0.5427,0.4573,sbro,2014-03-15
nccentral,morganstate,-545.0,420.0,9.5,0.8146,0.1854,sbro,2014-03-15
newmexicostate,idahou,-540.0,415.0,9.5,0.8129,0.1871,sbro,2014-03-15
sandiegostate,newmexico,-120.0,100.0,1.0,0.5217,0.4783,sbro,2014-03-15
st_josephs,st_bonaventure,-160.0,140.0,3.0,0.5963,0.4037,sbro,2014-03-15
stephenf_austin,samhoustonst,-535.0,410.0,9.5,0.8112,0.1888,sbro,2014-03-15
stonybrook,albanyny,-290.0,240.0,6.5,0.7166,0.2834,sbro,2014-03-15
texassouthern,prairieviewa_m,-705.0,530.0,11.5,0.8466,0.1534,sbro,2014-03-15
vacommonwealth,geowashington,-250.0,210.0,6.0,0.6889,0.3111,sbro,2014-03-15
virginia,pittsburgh,-170.0,150.0,3.0,0.6115,0.3885,sbro,2014-03-15
weberstate,northdakota,-270.0,220.0,6.0,0.7002,0.2998,sbro,2014-03-15
westernkentucky,ullafayette,145.0,-165.0,145.5,0.396,0.604,sbro,2014-03-15
westernmichigan,toledo,150.0,-170.0,145.5,0.3885,0.6115,sbro,2014-03-15
wisconsin,michiganstate,130.0,-150.0,136.5,0.4202,0.5798,sbro,2014-03-15
florida,kentucky,-325.0,265.0,6.5,0.7362,0.2638,sbro,2014-03-16
georgiastate,ullafayette,-300.0,240.0,6.5,0.7183,0.2817,sbro,2014-03-16
