home_team,away_team,moneyline_home,moneyline_away,spread,implied_prob_home,implied_prob_away,source,date
albanyny,manhattan,115.0,-135.0,144.0,0.4474,0.5526,sbro,2012-03-14
american,buffalo,115.0,-135.0,137.0,0.4474,0.5526,sbro,2012-03-14
arizona,bucknell,-450.0,350.0,8.5,0.7864,0.2136,sbro,2012-03-14
butler,delaware,-550.0,425.0,10.0,0.8163,0.1837,sbro,2012-03-14
california,southflorida,-160.0,140.0,3.0,0.5963,0.4037,sbro,2012-03-14
drake,northdakota,-650.0,475.0,10.5,0.8329,0.1671,sbro,2012-03-14
drexel,centralflorida,-300.0,250.0,7.0,0.7241,0.2759,sbro,2012-03-14
fairfield,yale,-420.0,330.0,8.5,0.7764,0.2236,sbro,2012-03-14
idahou,calsantabarb,113.0,-125.0,136.0,0.458,0.542,sbro,2012-03-14
lasalle,minnesotau,-140.0,120.0,2.0,0.562,0.438,sbro,2012-03-14
loyolamarymount,csfullerton,-300.0,250.0,7.0,0.7241,0.2759,sbro,2012-03-14
miamiflorida,valparaiso,-550.0,425.0,10.0,0.8163,0.1837,sbro,2012-03-14
mississippi,illinoisstate,-300.0,250.0,6.5,0.7241,0.2759,sbro,2012-03-14
oakland,bowlinggreen,-170.0,150.0,3.5,0.6115,0.3885,sbro,2012-03-14
oralroberts,nevada,-280.0,240.0,6.5,0.7147,0.2853,sbro,2012-03-14
oregonstate,westernillinois,-700.0,500.0,11.0,0.84,0.16,sbro,2012-03-14
pennsylvania,quinnipiac,-200.0,170.0,4.5,0.6429,0.3571,sbro,2012-03-14
pittsburgh,wofford,-900.0,650.0,12.0,0.871,0.129,sbro,2012-03-14
st_josephs,northerniowa,-290.0,245.0,6.5,0.7195,0.2805,sbro,2012-03-14
ullafayette,rice,-107.0,-103.0,140.5,0.5046,0.4954,sbro,2012-03-14
utahstate,csbakersfield,-620.0,460.0,10.5,0.8282,0.1718,sbro,2012-03-14
vermont,lamar,110.0,-130.0,129.0,0.4573,0.5427,sbro,2012-03-14
wyoming,ndakotast,-550.0,425.0,9.5,0.8163,0.1837,sbro,2012-03-14
baylor,southdakotast,-380.0,310.0,7.5,0.7645,0.2355,sbro,2012-03-15
gonzaga,westvirginia,110.0,-130.0,133.0,0.4573,0.5427,sbro,2012-03-15
indianau,newmexicostate,-285.0,225.0,6.0,0.7064,0.2936,sbro,2012-03-15
iowastate,connecticut,110.0,-130.0,137.0,0.4573,0.5427,sbro,2012-03-15
kansasstate,southernmiss,-230.0,190.0,5.5,0.669,0.331,sbro,2012-03-15
kentucky,westernkentucky,-21255.0,7255.0,26.5,0.9865,0.0135,sbro,2012-03-15
louisville,davidson,-265.0,215.0,5.5,0.6958,0.3042,sbro,2012-03-15
marquette,brigham_young,-260.0,210.0,5.0,0.6913,0.3087,sbro,2012-03-15
murraystate,coloradostate,-230.0,190.0,5.0,0.669,0.331,sbro,2012-03-15
nevada_las_vegas,colorado,-270.0,220.0,5.5,0.7002,0.2998,sbro,2012-03-15
newmexico,longbeachstate,-200.0,170.0,4.5,0.6429,0.3571,sbro,2012-03-15
ohiostate,loyolamaryland,-4405.0,2005.0,17.5,0.9537,0.0463,sbro,2012-03-15
syracuse,ncasheville,-1965.0,1265.0,15.5,0.9285,0.0715,sbro,2012-03-15
uscupstate,kentstate,110.0,-130.0,144.0,0.4573,0.5427,sbro,2012-03-15
vanderbilt,harvard,-265.0,215.0,5.5,0.6958,0.3042,sbro,2012-03-15
wichitastate,vacommonwealth,-355.0,285.0,7.5,0.7502,0.2498,sbro,2012-03-15
wisconsin,montana,-450.0,350.0,8.5,0.7864,0.2136,sbro,2012-03-15
cincinnati,texas,-155.0,135.0,3.0,0.5882,0.4118,sbro,2012-03-16
creighton,alabama,-120.0,100.0,1.0,0.5217,0.4783,sbro,2012-03-16
duke,lehigh,-855.0,555.0,11.0,0.8543,0.1457,sbro,2012-03-16
florida,virginia,-155.0,135.0,2.5,0.5882,0.4118,sbro,2012-03-16
floridastate,st_bonaventure,-315.0,255.0,6.5,0.7293,0.2707,sbro,2012-03-16
georgetown,belmont,-170.0,150.0,3.5,0.6115,0.3885,sbro,2012-03-16
kansas,detroitu,-1415.0,915.0,13.5,0.9046,0.0954,sbro,2012-03-16
memphisu,saintlouis,-135.0,115.0,2.5,0.5526,0.4474,sbro,2012-03-16
michigan,ohio,-250.0,200.0,5.5,0.6818,0.3182,sbro,2012-03-16
michiganstate,longisland,-3500.0,1100.0,18.5,0.9211,0.0789,sbro,2012-03-16
missouri,norfolkst,-8055.0,3255.0,21.0,0.9707,0.0293,sbro,2012-03-16
northcarolina,vermont,-2105.0,1305.0,15.5,0.9306,0.0694,sbro,2012-03-16
notredame,xavier,-135.0,115.0,2.0,0.5526,0.4474,sbro,2012-03-16
saintmarysca,purdue,-135.0,115.0,2.0,0.5526,0.4474,sbro,2012-03-16
sandiegostate,ncstate,140.0,-160.0,138.0,0.4037,0.5963,sbro,2012-03-16
temple,southflorida,-165.0,145.0,3.0,0.604,0.396,sbro,2012-03-16
washingtonu,northwestern,-245.0,195.0,5.5,0.6769,0.3231,sbro,2012-03-16
baylor,colorado,-400.0,320.0,8.0,0.7706,0.2294,sbro,2012-03-17
indianau,vacommonwealth,-250.0,200.0,5.5,0.6818,0.3182,sbro,2012-03-17
kentucky,iowastate,-935.0,635.0,12.0,0.8691,0.1309,sbro,2012-03-17
louisville,newmexico,-130.0,110.0,2.0,0.5427,0.4573,sbro,2012-03-17
marquette,murraystate,-255.0,205.0,5.5,0.6866,0.3134,sbro,2012-03-17
mercer,georgiastate,140.0,-160.0,126.0,0.4037,0.5963,sbro,2012-03-17
oakland,buffalo,-150.0,130.0,3.0,0.5798,0.4202,sbro,2012-03-17
ohiostate,gonzaga,-405.0,325.0,7.5,0.7732,0.2268,sbro,2012-03-17
rice,drake,-225.0,185.0,5.0,0.6636,0.3364,sbro,2012-03-17
setonhall,massachusetts,-285.0,225.0,6.0,0.7064,0.2936,sbro,2012-03-17
syracuse,kansasstate,-310.0,250.0,6.0,0.7258,0.2742,sbro,2012-03-17
toledo,robertmorris,130.0,-150.0,134.5,0.4202,0.5798,sbro,2012-03-17
utahstate,idahou,-260.0,210.0,6.0,0.6913,0.3087,sbro,2012-03-17
wisconsin,vanderbilt,-115.0,-105.0,0.0,0.5108,0.4892,sbro,2012-03-17
drexel,northerniowa,-330.0,270.0,7.0,0.7396,0.2604,sbro,2012-03-18
fairfield,manhattan,-220.0,180.0,5.0,0.6581,0.3419,sbro,2012-03-18
florida,norfolkst,-1400.0,900.0,14.0,0.9032,0.0968,sbro,2012-03-18
floridastate,cincinnati,-145.0,125.0,3.0,0.5711,0.4289,sbro,2012-03-18
georgetown,ncstate,-200.0,170.0,4.0,0.6429,0.3571,sbro,2012-03-18
kansas,purdue,-400.0,320.0,8.0,0.7706,0.2294,sbro,2012-03-18
loyolamarymount,weberstate,-175.0,155.0,3.5,0.6187,0.3813,sbro,2012-03-18
michiganstate,saintlouis,-330.0,270.0,7.5,0.7396,0.2604,sbro,2012-03-18
nevada,bucknell,-165.0,145.0,3.5,0.604,0.396,sbro,2012-03-18
northcarolina,creighton,-550.0,425.0,9.5,0.8163,0.1837,sbro,2012-03-18
olddominion,uscupstate,-450.0,350.0,9.0,0.7864,0.2136,sbro,2012-03-18
oregon,iowa,-360.0,300.0,8.0,0.7579,0.2421,sbro,2012-03-18
southflorida,ohio,-140.0,120.0,2.5,0.562,0.438,sbro,2012-03-18
xavier,lehigh,-190.0,165.0,3.5,0.6345,0.3655,sbro,2012-03-18
miamiflorida,minnesotau,-260.0,220.0,5.5,0.698,0.302,sbro,2012-03-19
oregonstate,tcu,-500.0,400.0,9.5,0.8065,0.1935,sbro,2012-03-19
pennsylvania,butler,115.0,-135.0,123.0,0.4474,0.5526,sbro,2012-03-19
pittsburgh,princeton,-290.0,245.0,6.5,0.7195,0.2805,sbro,2012-03-19
stanford,illinoisstate,-450.0,350.0,9.0,0.7864,0.2136,sbro,2012-03-19
tennessee,middletennst,-200.0,170.0,4.0,0.6429,0.3571,sbro,2012-03-19
